clean_NNAJ_actors|Filename|Year|categoria
Grupo Armado Ilegal|AT N° 073-18 CHO-Tadó.pdf|2018|
Autodefensas Gaitanistas De Colombia|AT N° 073-18 CHO-Tadó.pdf|2018|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 073-18 CHO-Tadó.pdf|2018|Guerrillas
Ejército De Liberación Nacional|AT N° 073-18 CHO-Tadó.pdf|2018|Guerrillas
Ejército De Liberación Nacional|AT N° 073-18 CHO-Tadó.pdf|2018|Guerrillas
Acuerdo Final|AT N° 073-18 CHO-Tadó.pdf|2018|
Gobierno|AT N° 073-18 CHO-Tadó.pdf|2018|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 073-18 CHO-Tadó.pdf|2018|Guerrillas
Autodefensas Unidas De Colombia|AT N° 073-18 CHO-Tadó.pdf|2018|Paramilitares
Autodefensas Gaitanistas De Colombia|AT N° 073-18 CHO-Tadó.pdf|2018|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 074-18 VAL-Florida y Pradera.pdf|2018|Guerrillas
Grupo Armado Ilegal|AT N° 075-18 CAS-Hato Corozal, Sácama y Támara.pdf|2018|
Ejército De Liberación Nacional|AT N° 075-18 CAS-Hato Corozal, Sácama y Támara.pdf|2018|Guerrillas
Fuerza Públic|AT N° 075-18 CAS-Hato Corozal, Sácama y Támara.pdf|2018|
Ejército De Liberación Nacional|AT N° 075-18 CAS-Hato Corozal, Sácama y Támara.pdf|2018|Guerrillas
Frente 28 De Las Farc|AT N° 075-18 CAS-Hato Corozal, Sácama y Támara.pdf|2018|
Degredo|AT N° 075-18 CAS-Hato Corozal, Sácama y Támara.pdf|2018|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 075-18 CAS-Hato Corozal, Sácama y Támara.pdf|2018|Guerrillas
Autodefensas Gaitanistas De Colombia|AT N° 076-18 SANT-Barrancabermeja.pdf|2018|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 076-18 SANT-Barrancabermeja.pdf|2018|Guerrillas
Cabildo Indígena Zenú|AT N° 076-18 SANT-Barrancabermeja.pdf|2018|
Fuerza Alternativa Revolucionaria Del Común|AT N° 076-18 SANT-Barrancabermeja.pdf|2018|
Autodefensas Gaitanistas De Colombia|AT N° 076-18 SANT-Barrancabermeja.pdf|2018|Nuevos Paramilitares (Narco-Para)
Secretaría De Salud De Barrancabermeja|AT N° 076-18 SANT-Barrancabermeja.pdf|2018|
Agencia Para La Rein|AT N° 076-18 SANT-Barrancabermeja.pdf|2018|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 079-18 VAL-Buenaventura.pdf|2018|Guerrillas
Consejo Comunitario De Yurumanguí|AT N° 079-18 VAL-Buenaventura.pdf|2018|
Constru|AT N° 080-18 NAR-El Charco, La Tola, Santa Bárbara, Mosquera y Olaya Herrera.pdf|2018|Pequeños Grupos Ilegales
Boca|AT N° 080-18 NAR-El Charco, La Tola, Santa Bárbara, Mosquera y Olaya Herrera.pdf|2018|
Tola|AT N° 080-18 NAR-El Charco, La Tola, Santa Bárbara, Mosquera y Olaya Herrera.pdf|2018|
Frente Oliver Sinisterra|AT N° 080-18 NAR-El Charco, La Tola, Santa Bárbara, Mosquera y Olaya Herrera.pdf|2018|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 080-18 NAR-El Charco, La Tola, Santa Bárbara, Mosquera y Olaya Herrera.pdf|2018|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 080-18 NAR-El Charco, La Tola, Santa Bárbara, Mosquera y Olaya Herrera.pdf|2018|Guerrillas
Delitos Contra|AT N° 081-18 ARA-Arauca.pdf|2018|
Auc|AT N° 081-18 ARA-Arauca.pdf|2018|
Ejército De Liberación Nacional|AT N° 081-18 ARA-Arauca.pdf|2018|Guerrillas
Ejército De Liberación Nacional|AT N° 081-18 ARA-Arauca.pdf|2018|Guerrillas
Cordillera|AT N° 082-18 NAR-Cumbitara, El Rosario, Leiva y Policarpa.pdf|2018|Pequeños Grupos Ilegales
Consejo Menor De Sánchez|AT N° 082-18 NAR-Cumbitara, El Rosario, Leiva y Policarpa.pdf|2018|
Prevención Y|AT N° 082-18 NAR-Cumbitara, El Rosario, Leiva y Policarpa.pdf|2018|
Cidh|AT N° 082-18 NAR-Cumbitara, El Rosario, Leiva y Policarpa.pdf|2018|
Grupo Armado Ilegal|AT N° 083-18 COR-Montelíbano, Puerto Libertador y Tierralta.pdf|2018|
Misión Médica|AT N° 083-18 COR-Montelíbano, Puerto Libertador y Tierralta.pdf|2018|
Dirigentes|AT N° 083-18 COR-Montelíbano, Puerto Libertador y Tierralta.pdf|2018|
Coccam|AT N° 083-18 COR-Montelíbano, Puerto Libertador y Tierralta.pdf|2018|
Ejército De Liberación Nacional|AT N° 085-18 VAL-Cali.pdf|2018|Guerrillas
Oficina Si|AT N° 085-18 VAL-Cali.pdf|2018|
Guerrillas Unidas Del Pacifico|AT N° 085-18 VAL-Cali.pdf|2018|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 085-18 VAL-Cali.pdf|2018|Guerrillas
Ejército De Liberación Nacional|AT N° 085-18 VAL-Cali.pdf|2018|Guerrillas
Ejército De Liberación Nacional|AT N° 085-18 VAL-Cali.pdf|2018|Guerrillas
Comuna 21|AT N° 085-18 VAL-Cali.pdf|2018|
Ejército De Liberación Nacional|AT N° 085-18 VAL-Cali.pdf|2018|Guerrillas
Guerrillas Unidas Del Pacífico|AT N° 085-18 VAL-Cali.pdf|2018|
Ejército De Liberación Nacional|AT N° 085-18 VAL-Cali.pdf|2018|Guerrillas
Guerrillas Unidas Del Pacifico|AT N° 085-18 VAL-Cali.pdf|2018|
Programa Cali|AT N° 085-18 VAL-Cali.pdf|2018|
Grupo Armado Ilegal|AT N° 086-18 BOG.pdf|2018|
Autodefensas Gaitanistas De Colombia|AT N° 086-18 BOG.pdf|2018|Nuevos Paramilitares (Narco-Para)
Grupos Posdesmovilización|AT N° 086-18 BOG.pdf|2018|Nuevos Paramilitares (Narco-Para)
Grupos Posdesmovilización|AT N° 086-18 BOG.pdf|2018|Nuevos Paramilitares (Narco-Para)
Grupos Posdesmovilización|AT N° 086-18 BOG.pdf|2018|Nuevos Paramilitares (Narco-Para)
Grupos Posdesmovilización|AT N° 086-18 BOG.pdf|2018|Nuevos Paramilitares (Narco-Para)
Rastrojos|AT N° 086-18 BOG.pdf|2018|Nuevos Paramilitares (Narco-Para)
Paisas|AT N° 086-18 BOG.pdf|2018|Pequeños Grupos Ilegales
Águilas Negras|AT N° 086-18 BOG.pdf|2018|Nuevos Paramilitares (Narco-Para)
Httpwwwsaludcapitalgovcodspdiagnsticos|AT N° 086-18 BOG.pdf|2018|
Acción Comunal Defensores De Derechos Humanos|AT N° 086-18 BOG.pdf|2018|
Ejército De Liberación Nacional|AT N° 086-18 BOG.pdf|2018|Guerrillas
Ejército De Liberación Nacional|AT N° 086-18 BOG.pdf|2018|Guerrillas
Autodefensas Unidas De Colombia|AT N° 086-18 BOG.pdf|2018|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 086-18 BOG.pdf|2018|Guerrillas
Ejército De Liberación Nacional|AT N° 086-18 BOG.pdf|2018|Guerrillas
Ejército De Liberación Nacional|AT N° 086-18 BOG.pdf|2018|Guerrillas
Datos Procesados Por El Sat|AT N° 086-18 BOG.pdf|2018|
Segunda Encu|AT N° 086-18 BOG.pdf|2018|
Multipropósito Para Bogotá|AT N° 086-18 BOG.pdf|2018|
Contrato Usme|AT N° 086-18 BOG.pdf|2018|
Afromupaz|AT N° 086-18 BOG.pdf|2018|
Autodefensas Unidas De Colombia|AT N° 086-18 BOG.pdf|2018|Paramilitares
Autodefensas Unidas De Colombia|AT N° 086-18 BOG.pdf|2018|Paramilitares
Autodefensas Gaitanistas De Colombia|AT N° 086-18 BOG.pdf|2018|Nuevos Paramilitares (Narco-Para)
Águilas Negras|AT N° 086-18 BOG.pdf|2018|Nuevos Paramilitares (Narco-Para)
Paisas’ Del|AT N° 086-18 BOG.pdf|2018|
Fr|AT N° 086-18 BOG.pdf|2018|
Ejército De Liberación Nacional|AT N° 086-18 BOG.pdf|2018|Guerrillas
Co|AT N° 086-18 BOG.pdf|2018|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 086-18 BOG.pdf|2018|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 086-18 BOG.pdf|2018|Guerrillas
Minister Io De Defensa|AT N° 086-18 BOG.pdf|2018|
Derech Os De Las Víctimas|AT N° 086-18 BOG.pdf|2018|
Unidad Administrativa Para La Atención|AT N° 086-18 BOG.pdf|2018|
Garantías De Seguridad|AT N° 086-18 BOG.pdf|2018|
Alcaldías Locales|AT N° 086-18 BOG.pdf|2018|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 001-19 CAQ-San Vicente del Caguan y MET-La Macarena.pdf|2019|Guerrillas
Asociación Municipal De Colonos Del Pato|AT N° 001-19 CAQ-San Vicente del Caguan y MET-La Macarena.pdf|2019|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 001-19 CAQ-San Vicente del Caguan y MET-La Macarena.pdf|2019|Guerrillas
Grupo Armado Ilegal|AT N° 002-19 ANT-Valdivia.pdf|2019|
Grupo Armado Ilegal|AT N° 002-19 ANT-Valdivia.pdf|2019|
Autodefensas Gaitanistas De Colombia|AT N° 002-19 ANT-Valdivia.pdf|2019|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 002-19 ANT-Valdivia.pdf|2019|Guerrillas
Ejército De Liberación Nacional|AT N° 002-19 ANT-Valdivia.pdf|2019|Guerrillas
Ejército De Liberación Nacional|AT N° 002-19 ANT-Valdivia.pdf|2019|Guerrillas
Autodefensas Gaitanistas De Colombia|AT N° 002-19 ANT-Valdivia.pdf|2019|Nuevos Paramilitares (Narco-Para)
Ejército De Liberación Nacional|AT N° 002-19 ANT-Valdivia.pdf|2019|Guerrillas
Grupo Armado Ilegal|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|
Grupo Armado Ilegal|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|
Grupos Posdesmovilización|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|Nuevos Paramilitares (Narco-Para)
Estigmatizac Ión|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|
Gobierno Y Las Farc|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|Guerrillas
Co Munidades Indígenas|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|Guerrillas
Frentes Disidentes Afirman Qu|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|
Red Na Cional De Información De La Unidad Para Las Víctimas|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|
Frente Primero De Las Farcep|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|Guerrillas
Autodefensas Unidas De Colombia|AT N° 005-19 GUAV-Calamar, El Retorno y San José del Guaviare.pdf|2019|Paramilitares
Pelusos|AT N° 006-19 VAL.pdf|2019|
Consulta|AT N° 006-19 VAL.pdf|2019|
Grupo Armado Ilegal|AT N° 007-19 VAL-Buenaventura.pdf|2019|
Ejército De Liberación Nacional|AT N° 007-19 VAL-Buenaventura.pdf|2019|Guerrillas
Banda Local|AT N° 007-19 VAL-Buenaventura.pdf|2019|
Banda Local|AT N° 007-19 VAL-Buenaventura.pdf|2019|
Gente Del Orden|AT N° 007-19 VAL-Buenaventura.pdf|2019|
Ejército De Liberación|AT N° 007-19 VAL-Buenaventura.pdf|2019|
Ot Ros|AT N° 007-19 VAL-Buenaventura.pdf|2019|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 007-19 VAL-Buenaventura.pdf|2019|Guerrillas
Grupo Armado Ilegal|AT N° 009-19 ANT-Cañasgordas, Dabeiba, Peque y Uramita.pdf|2019|
Grupo Armado Ilegal|AT N° 009-19 ANT-Cañasgordas, Dabeiba, Peque y Uramita.pdf|2019|
Fgo|AT N° 009-19 ANT-Cañasgordas, Dabeiba, Peque y Uramita.pdf|2019|
Ejército De Liberación Nacional|AT N° 009-19 ANT-Cañasgordas, Dabeiba, Peque y Uramita.pdf|2019|Guerrillas
Ejército De Liberación Nacional|AT N° 009-19 ANT-Cañasgordas, Dabeiba, Peque y Uramita.pdf|2019|Guerrillas
Fgo|AT N° 009-19 ANT-Cañasgordas, Dabeiba, Peque y Uramita.pdf|2019|
Frente 5 De Las Farc|AT N° 009-19 ANT-Cañasgordas, Dabeiba, Peque y Uramita.pdf|2019|
Camparrusia|AT N° 009-19 ANT-Cañasgordas, Dabeiba, Peque y Uramita.pdf|2019|
Ejército Y Nacional|AT N° 009-19 ANT-Cañasgordas, Dabeiba, Peque y Uramita.pdf|2019|
Frente 5 De Las Farc|AT N° 009-19 ANT-Cañasgordas, Dabeiba, Peque y Uramita.pdf|2019|
Institución Educativa De San José De Urama|AT N° 009-19 ANT-Cañasgordas, Dabeiba, Peque y Uramita.pdf|2019|
Barí|AT N° 011-19 NSANT-El Tarra.pdf|2019|
Herederos De Los|AT N° 011-19 NSANT-El Tarra.pdf|2019|
Sueños De Manuel Y|AT N° 011-19 NSANT-El Tarra.pdf|2019|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 011-19 NSANT-El Tarra.pdf|2019|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 011-19 NSANT-El Tarra.pdf|2019|Guerrillas
Ejército De Liberación Nacional|AT N° 011-19 NSANT-El Tarra.pdf|2019|Guerrillas
Grupo Armado Ilegal|AT N° 012-19 BOL-Santa Rosa del Sur.pdf|2019|
Comisión Intersectorial Para La Respuesta Rápida A Las Alertas Tempranas|AT N° 012-19 BOL-Santa Rosa del Sur.pdf|2019|
Ejército De Liberación Nacional|AT N° 012-19 BOL-Santa Rosa del Sur.pdf|2019|Guerrillas
Grupo Armado Ilegal|AT N° 013-19 CHO-Cértegui.pdf|2019|
Ejército De Liberación Nacional|AT N° 013-19 CHO-Cértegui.pdf|2019|Guerrillas
Cordillera|AT N° 016-19 TOL- Ataco, Chaparral, Planadas y Rioblanco.pdf|2019|Pequeños Grupos Ilegales
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 016-19 TOL- Ataco, Chaparral, Planadas y Rioblanco.pdf|2019|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 016-19 TOL- Ataco, Chaparral, Planadas y Rioblanco.pdf|2019|Guerrillas
Consejo Nacional De Reincorporación|AT N° 016-19 TOL- Ataco, Chaparral, Planadas y Rioblanco.pdf|2019|
Justicia Transicional|AT N° 019-19 BOL-Morales.pdf|2019|
Ejército De Liberación Nacional|AT N° 019-19 BOL-Morales.pdf|2019|Guerrillas
Autodefensas Unidas De Colombia|AT N° 021-19 CAL-Samaná.pdf|2019|Paramilitares
Ejército De Liberación Nacional|AT N° 023-19 Bogotá.pdf|2019|Guerrillas
Autodefensas Unidas De Colombia|AT N° 023-19 Bogotá.pdf|2019|Paramilitares
Rastrojos|AT N° 023-19 Bogotá.pdf|2019|Nuevos Paramilitares (Narco-Para)
Rastrojos|AT N° 023-19 Bogotá.pdf|2019|Nuevos Paramilitares (Narco-Para)
Rastrojos|AT N° 023-19 Bogotá.pdf|2019|Nuevos Paramilitares (Narco-Para)
Paisas|AT N° 023-19 Bogotá.pdf|2019|Pequeños Grupos Ilegales
Paisas|AT N° 023-19 Bogotá.pdf|2019|Pequeños Grupos Ilegales
Águilas Negras|AT N° 023-19 Bogotá.pdf|2019|Nuevos Paramilitares (Narco-Para)
Águilas Negras|AT N° 023-19 Bogotá.pdf|2019|Nuevos Paramilitares (Narco-Para)
Costeños|AT N° 023-19 Bogotá.pdf|2019|
Constru|AT N° 023-19 Bogotá.pdf|2019|Pequeños Grupos Ilegales
Ejército De Liberación Nacional|AT N° 023-19 Bogotá.pdf|2019|Guerrillas
Movimiento 19 De Abril|AT N° 023-19 Bogotá.pdf|2019|
M19|AT N° 023-19 Bogotá.pdf|2019|
Autodefensas Unidas De Colombia|AT N° 023-19 Bogotá.pdf|2019|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 023-19 Bogotá.pdf|2019|Guerrillas
Ejército De Liberación Nacional|AT N° 023-19 Bogotá.pdf|2019|Guerrillas
Ejército De Liberación Nacional|AT N° 023-19 Bogotá.pdf|2019|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 023-19 Bogotá.pdf|2019|Guerrillas
Gaipauc|AT N° 023-19 Bogotá.pdf|2019|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 023-19 Bogotá.pdf|2019|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 023-19 Bogotá.pdf|2019|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 023-19 Bogotá.pdf|2019|Guerrillas
Grupo Armado Ilegal|AT N° 023-19 Bogotá.pdf|2019|
Consejo Afro De Kennedy|AT N° 023-19 Bogotá.pdf|2019|
Movimiento Nacional Cimarrón|AT N° 023-19 Bogotá.pdf|2019|
Asociación Nacional De Afrocolombianos Desplazados|AT N° 023-19 Bogotá.pdf|2019|
Policía Metropolitana De Bogotá|AT N° 023-19 Bogotá.pdf|2019|
Grupo Armado Ilegal|AT N° 023-19 Bogotá.pdf|2019|
Urabeños|AT N° 023-19 Bogotá.pdf|2019|Nuevos Paramilitares (Narco-Para)
Paisas|AT N° 023-19 Bogotá.pdf|2019|Pequeños Grupos Ilegales
Gaipauc|AT N° 023-19 Bogotá.pdf|2019|
Águilas Negras|AT N° 023-19 Bogotá.pdf|2019|Nuevos Paramilitares (Narco-Para)
Nnaj A|AT N° 023-19 Bogotá.pdf|2019|
Policía Metropolitana De Bogotá|AT N° 023-19 Bogotá.pdf|2019|
Arborizadora Alta|AT N° 023-19 Bogotá.pdf|2019|
Porvenir De Bosa|AT N° 023-19 Bogotá.pdf|2019|
Intimidación|AT N° 023-19 Bogotá.pdf|2019|
Mitigaci|AT N° 024-19 NSANT- Ábrego y La Playa de Belén.pdf|2019|
Alerta Temprana De Inminencia|AT N° 024-19 NSANT- Ábrego y La Playa de Belén.pdf|2019|
Ejército De Liberación Nacional|AT N° 024-19 NSANT- Ábrego y La Playa de Belén.pdf|2019|Guerrillas
Gr Upo|AT N° 024-19 NSANT- Ábrego y La Playa de Belén.pdf|2019|
Ejército De Liberación Nacional|AT N° 024-19 NSANT- Ábrego y La Playa de Belén.pdf|2019|Guerrillas
Cordillera|AT N° 026-19 RIS-Quinchía.pdf|2019|Pequeños Grupos Ilegales
Constru|AT N° 026-19 RIS-Quinchía.pdf|2019|Pequeños Grupos Ilegales
Matecaña Parcialidad Embera Karambá Batero El Tabor|AT N° 026-19 RIS-Quinchía.pdf|2019|
Medios Opiramá|AT N° 026-19 RIS-Quinchía.pdf|2019|
Ejército Popular De Liberación|AT N° 026-19 RIS-Quinchía.pdf|2019|
Frente Cacique Pipintá|AT N° 026-19 RIS-Quinchía.pdf|2019|Guerrillas
Bloque Central Bolívar De Las Auc|AT N° 026-19 RIS-Quinchía.pdf|2019|
A Elegir|AT N° 026-19 RIS-Quinchía.pdf|2019|
Ser|AT N° 026-19 RIS-Quinchía.pdf|2019|
Frente 47 De|AT N° 026-19 RIS-Quinchía.pdf|2019|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 026-19 RIS-Quinchía.pdf|2019|Guerrillas
Frente Cacica Calarcá Del Eln|AT N° 026-19 RIS-Quinchía.pdf|2019|
Frente Cacique Pipintá|AT N° 026-19 RIS-Quinchía.pdf|2019|Guerrillas
Reconocidos20|AT N° 026-19 RIS-Quinchía.pdf|2019|
Frente Cacique Pipintá|AT N° 026-19 RIS-Quinchía.pdf|2019|Guerrillas
Ejército De Liberación Nacional|AT N° 027-19 ANT- Frontino y Urrao.pdf|2019|Guerrillas
Bayoneros Del Pueblo Sikuaniplayeros|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|
Roqueros Parreros|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|
Instituciones|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|
Reaparició N Del Paramilitarismo|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|
Personerías Municipales|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|
Comité Internacional De La Cruz Roja|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|
Ejército De Liberación Nacional|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|Guerrillas
Personerías Municipales De Ar|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|
Fa Rc|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|
Palmarito|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|
Ejército De Liberación Nacional|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|Guerrillas
Facciones Disidentes De Las Ex Farc|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|Disidensias FARC
Autodefensas Unidas De Colombia|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|Paramilitares
Ejército De Liberación Nacional|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|Guerrillas
Ejército De Liberación Nacional|AT N° 029-19 ARA-Arauquita, Fortul, Saravena y Tame.pdf|2019|Guerrillas
Grupo Armado Ilegal|AT N° 033-19 CAU-Suárez.pdf|2019|
Ejército De Liberación Nacional|AT N° 034-19 CHO-Istmina y Medio San Juan.pdf|2019|Guerrillas
Ejército De Liberación Nacional|AT N° 034-19 CHO-Istmina y Medio San Juan.pdf|2019|Guerrillas
Ejército De Liberación Nacional|AT N° 034-19 CHO-Istmina y Medio San Juan.pdf|2019|Guerrillas
Frente De Guerra Occidental|AT N° 034-19 CHO-Istmina y Medio San Juan.pdf|2019|Disidensias FARC
Ejército De Liberación Nacional|AT N° 034-19 CHO-Istmina y Medio San Juan.pdf|2019|Guerrillas
Costeños|AT N° 035-19 Riesgo Electoral.pdf|2019|
Cordillera|AT N° 035-19 Riesgo Electoral.pdf|2019|Pequeños Grupos Ilegales
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 035-19 Riesgo Electoral.pdf|2019|Guerrillas
Delegación Departamental De La Registraduría|AT N° 035-19 Riesgo Electoral.pdf|2019|
Costeños|AT N° 035-19 Riesgo Electoral.pdf|2019|
Pachelly|AT N° 036-19 ANT-Bello.pdf|2019|
Uso Y|AT N° 036-19 ANT-Bello.pdf|2019|
Ejército De Liberación Nacional|AT N° 036-19 ANT-Bello.pdf|2019|Guerrillas
Fundación Huellas|AT N° 036-19 ANT-Bello.pdf|2019|
Registro Sirdec|AT N° 036-19 ANT-Bello.pdf|2019|
Elaboración|AT N° 036-19 ANT-Bello.pdf|2019|
As Ociada|AT N° 036-19 ANT-Bello.pdf|2019|
Comuna 6|AT N° 036-19 ANT-Bello.pdf|2019|
Nombre|AT N° 036-19 ANT-Bello.pdf|2019|
Nda|AT N° 036-19 ANT-Bello.pdf|2019|
Rastrojos|AT N° 037-19 NSANT-Puerto Santander.pdf|2019|Nuevos Paramilitares (Narco-Para)
Rastrojos|AT N° 037-19 NSANT-Puerto Santander.pdf|2019|Nuevos Paramilitares (Narco-Para)
Rastrojos|AT N° 037-19 NSANT-Puerto Santander.pdf|2019|Nuevos Paramilitares (Narco-Para)
Ejército De Liberación Nacional|AT N° 037-19 NSANT-Puerto Santander.pdf|2019|Guerrillas
Ejército De Liberación Nacional|AT N° 037-19 NSANT-Puerto Santander.pdf|2019|Guerrillas
Inga|AT N° 039-19 LAG-Maicao.pdf|2019|
Población Negra|AT N° 039-19 LAG-Maicao.pdf|2019|
Jóvenes Y Adolescentes Población|AT N° 039-19 LAG-Maicao.pdf|2019|
Representantes|AT N° 039-19 LAG-Maicao.pdf|2019|
Pranes|AT N° 039-19 LAG-Maicao.pdf|2019|
Ejército De Liberación Nacional|AT N° 039-19 LAG-Maicao.pdf|2019|Guerrillas
Pranes|AT N° 039-19 LAG-Maicao.pdf|2019|
Grupo Armado Ilegal|AT N° 042-19 MET-Puerto Lleras, Puerto Rico y Vista Hermosa.pdf|2019|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 042-19 MET-Puerto Lleras, Puerto Rico y Vista Hermosa.pdf|2019|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 042-19 MET-Puerto Lleras, Puerto Rico y Vista Hermosa.pdf|2019|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|AT N° 042-19 MET-Puerto Lleras, Puerto Rico y Vista Hermosa.pdf|2019|Guerrillas
Grupo Armado Ilegal|AT N° 043-19 CUN-Girardot y Ricaurte TOL-Espinal y Flandes.pdf|2019|
Autodefensas Unidas De Colombia|AT N° 043-19 CUN-Girardot y Ricaurte TOL-Espinal y Flandes.pdf|2019|Paramilitares
Bloque Centauros|AT N° 043-19 CUN-Girardot y Ricaurte TOL-Espinal y Flandes.pdf|2019|Paramilitares
